team_home,team_away,goals_home,goals_away,league_division,season,group
I-HK/Sensaatio,HyPS/2,12,2,5,25,7
TuPS/Skavaböle,FC Haxi,3,5,5,25,7
Nikinmäki United,KoiPS/Dynamo,3,1,5,25,7
I-HK/Sensaatio,Nikinmäki United,4,1,5,25,7
FC Korso/United,RiPS/2,2,5,5,25,7
HyPS/2,TuPS/Skavaböle,0,6,5,25,7
KoiPS/Dynamo,JäPS/United,2,3,5,25,7
JäPS/United,Nikinmäki United,3,0,5,25,7
KelA/Akatemia,TuPS/Skavaböle,3,2,5,25,7
JäPS/United,I-HK/Sensaatio,0,3,5,25,7
RiPS/2,KoiPS/Dynamo,3,2,5,25,7
FC Haxi,FC Korso/United,7,0,5,25,7
Nikinmäki United,HyPS/2,4,2,5,25,7
JäPS/United,TuPS/Skavaböle,1,2,5,25,7
I-HK/Sensaatio,RiPS/2,3,2,5,25,7
KoiPS/Dynamo,HyPS/2,7,3,5,25,7
Nikinmäki United,FC Haxi,0,6,5,25,7
FC Korso/United,KelA/Akatemia,3,4,5,25,7
KelA/Akatemia,HyPS/2,3,0,5,25,7
RiPS/2,Nikinmäki United,2,4,5,25,7
FC Haxi,JäPS/United,4,0,5,25,7
TuPS/Skavaböle,I-HK/Sensaatio,0,2,5,25,7
FC Korso/United,KoiPS/Dynamo,2,2,5,25,7
Nikinmäki United,KelA/Akatemia,3,2,5,25,7
JäPS/United,KelA/Akatemia,1,2,5,25,7
I-HK/Sensaatio,FC Haxi,1,4,5,25,7
HyPS/2,RiPS/2,4,2,5,25,7
KoiPS/Dynamo,TuPS/Skavaböle,0,3,5,25,7
Nikinmäki United,FC Korso/United,1,5,5,25,7
KelA/Akatemia,KoiPS/Dynamo,2,1,5,25,7
FC Haxi,HyPS/2,7,2,5,25,7
TuPS/Skavaböle,RiPS/2,3,2,5,25,7
FC Korso/United,I-HK/Sensaatio,3,2,5,25,7
KelA/Akatemia,I-HK/Sensaatio,4,4,5,25,7
RiPS/2,JäPS/United,2,1,5,25,7
HyPS/2,FC Korso/United,3,6,5,25,7
KoiPS/Dynamo,FC Haxi,0,2,5,25,7
Nikinmäki United,TuPS/Skavaböle,1,4,5,25,7
RiPS/2,FC Haxi,1,6,5,25,7
I-HK/Sensaatio,KoiPS/Dynamo,1,1,5,25,7
JäPS/United,HyPS/2,7,0,5,25,7
TuPS/Skavaböle,FC Korso/United,1,1,5,25,7
KelA/Akatemia,RiPS/2,2,3,5,25,7
FC Korso/United,JäPS/United,1,2,5,25,7
FC Haxi,TuPS/Skavaböle,2,2,5,25,7
HyPS/2,I-HK/Sensaatio,1,4,5,25,7
KoiPS/Dynamo,Nikinmäki United,3,2,5,25,7
AskU,Flamingo United,7,2,5,25,8
OPedot,Jäppärä,6,1,5,25,8
KyPa,FC Lahti/3,5,1,5,25,8
Korian Klubi,HP-47,3,6,5,25,8
Lahden United,PaPe,3,7,5,25,8
OPedot,Lahden United,1,0,5,25,8
HP-47,Jäppärä,6,2,5,25,8
PaPe,KyPa,2,3,5,25,8
FC Lahti/3,AskU,2,2,5,25,8
Flamingo United,Korian Klubi,7,3,5,25,8
OPedot,PaPe,8,3,5,25,8
Lahden United,AskU,2,3,5,25,8
Jäppärä,Flamingo United,3,2,5,25,8
KyPa,Korian Klubi,11,1,5,25,8
FC Lahti/3,HP-47,1,1,5,25,8
AskU,Jäppärä,5,1,5,25,8
HP-47,OPedot,4,4,5,25,8
PaPe,FC Lahti/3,4,2,5,25,8
Korian Klubi,Lahden United,2,13,5,25,8
Flamingo United,KyPa,3,1,5,25,8
OPedot,AskU,0,1,5,25,8
Lahden United,Flamingo United,3,1,5,25,8
Jäppärä,FC Lahti/3,3,3,5,25,8
KyPa,HP-47,0,1,5,25,8
Korian Klubi,PaPe,7,1,5,25,8
AskU,Korian Klubi,5,1,5,25,8
Jäppärä,KyPa,0,4,5,25,8
FC Lahti/3,Lahden United,1,2,5,25,8
Flamingo United,OPedot,3,1,5,25,8
OPedot,FC Lahti/3,1,1,5,25,8
KyPa,AskU,8,3,5,25,8
PaPe,Flamingo United,5,3,5,25,8
Korian Klubi,Jäppärä,4,5,5,25,8
Lahden United,HP-47,2,5,5,25,8
OPedot,KyPa,2,6,5,25,8
Jäppärä,Lahden United,2,2,5,25,8
HP-47,Flamingo United,3,2,5,25,8
PaPe,AskU,1,7,5,25,8
FC Lahti/3,Korian Klubi,4,2,5,25,8
AskU,HP-47,1,3,5,25,8
Jäppärä,PaPe,7,1,5,25,8
KyPa,Lahden United,5,1,5,25,8
Korian Klubi,OPedot,5,1,5,25,8
Flamingo United,FC Lahti/3,2,2,5,25,8
HP-47,Korian Klubi,5,1,5,25,8
Jäppärä,OPedot,4,3,5,25,8
PaPe,Lahden United,3,0,5,25,8
FC Lahti/3,KyPa,3,1,5,25,8
Flamingo United,AskU,2,2,5,25,8
Jäppärä,Korian Klubi,2,5,5,25,8
AskU,FC Lahti/3,3,1,5,25,8
Jäppärä,HP-47,0,2,5,25,8
KyPa,PaPe,15,0,5,25,8
Korian Klubi,Flamingo United,4,0,5,25,8
Lahden United,OPedot,0,5,5,25,8
AskU,Lahden United,8,5,5,25,8
HP-47,FC Lahti/3,4,0,5,25,8
PaPe,OPedot,8,2,5,25,8
Korian Klubi,KyPa,3,6,5,25,8
Flamingo United,Jäppärä,2,2,5,25,8
OPedot,HP-47,3,5,5,25,8
FC Lahti/3,PaPe,4,2,5,25,8
Lahden United,Korian Klubi,0,5,5,25,8
Jäppärä,AskU,1,0,5,25,8
KyPa,Flamingo United,7,3,5,25,8
AskU,OPedot,9,0,5,25,8
FC Lahti/3,Jäppärä,1,2,5,25,8
HP-47,KyPa,3,5,5,25,8
PaPe,Korian Klubi,1,6,5,25,8
Flamingo United,Lahden United,2,1,5,25,8
OPedot,Flamingo United,1,4,5,25,8
Lahden United,FC Lahti/3,0,2,5,25,8
KyPa,Jäppärä,0,1,5,25,8
PaPe,HP-47,1,6,5,25,8
Korian Klubi,AskU,4,0,5,25,8
HP-47,Lahden United,1,1,5,25,8
FC Lahti/3,OPedot,1,0,5,25,8
AskU,KyPa,2,6,5,25,8
Flamingo United,PaPe,8,0,5,25,8
AskU,PaPe,0,2,5,25,8
KyPa,OPedot,4,2,5,25,8
Korian Klubi,FC Lahti/3,3,4,5,25,8
Lahden United,Jäppärä,2,1,5,25,8
Flamingo United,HP-47,1,2,5,25,8
OPedot,Korian Klubi,2,0,5,25,8
Lahden United,KyPa,0,2,5,25,8
HP-47,AskU,2,0,5,25,8
PaPe,Jäppärä,0,3,5,25,8
FC Lahti/3,Flamingo United,3,2,5,25,8
FC Samba,FC Kirkkonummi/2,0,4,5,24,1
KaPy,EPS/2,1,3,5,24,1
FC WILD,Hukat,3,2,5,24,1
LJS/Reservi,GrIFK/2,5,6,5,24,1
PEF,LoPa/2,0,3,5,24,1
LoPa/2,FC WILD,3,2,5,24,1
KaPy,Hukat,2,1,5,24,1
EPS/2,FC Samba,2,5,5,24,1
FC Kirkkonummi/2,LJS/Reservi,5,3,5,24,1
GrIFK/2,PEF,1,9,5,24,1
FC WILD,GrIFK/2,6,3,5,24,1
EPS/2,Hukat,0,2,5,24,1
KaPy,LJS/Reservi,1,1,5,24,1
FC Kirkkonummi/2,LoPa/2,4,1,5,24,1
FC Samba,PEF,2,4,5,24,1
EPS/2,FC Kirkkonummi/2,2,5,5,24,1
PEF,KaPy,4,0,5,24,1
LoPa/2,Hukat,1,2,5,24,1
LJS/Reservi,FC WILD,3,7,5,24,1
GrIFK/2,FC Samba,4,0,5,24,1
FC WILD,FC Kirkkonummi/2,1,4,5,24,1
PEF,EPS/2,4,3,5,24,1
KaPy,GrIFK/2,1,0,5,24,1
FC Samba,LoPa/2,3,1,5,24,1
Hukat,LJS/Reservi,2,5,5,24,1
FC WILD,FC Samba,8,1,5,24,1
FC Kirkkonummi/2,KaPy,6,0,5,24,1
LoPa/2,EPS/2,3,1,5,24,1
LJS/Reservi,PEF,0,2,5,24,1
GrIFK/2,Hukat,2,3,5,24,1
KaPy,LoPa/2,0,0,5,24,1
EPS/2,GrIFK/2,2,2,5,24,1
PEF,FC WILD,0,0,5,24,1
Hukat,FC Kirkkonummi/2,4,1,5,24,1
FC Samba,LJS/Reservi,1,1,5,24,1
EPS/2,LJS/Reservi,1,4,5,24,1
KaPy,FC WILD,1,4,5,24,1
FC Kirkkonummi/2,PEF,2,0,5,24,1
Hukat,FC Samba,3,1,5,24,1
LoPa/2,GrIFK/2,1,0,5,24,1
FC WILD,EPS/2,6,1,5,24,1
FC Samba,KaPy,3,4,5,24,1
Hukat,PEF,2,5,5,24,1
GrIFK/2,FC Kirkkonummi/2,4,2,5,24,1
LJS/Reservi,LoPa/2,2,3,5,24,1
LoPa/2,PEF,1,1,5,24,1
EPS/2,KaPy,1,3,5,24,1
FC Kirkkonummi/2,FC Samba,5,0,5,24,1
Hukat,FC WILD,0,1,5,24,1
GrIFK/2,LJS/Reservi,4,2,5,24,1
KaPy,FC Samba,0,2,5,24,1
Hukat,GrIFK/2,1,2,5,24,1
FC WILD,LoPa/2,2,0,5,24,1
PEF,GrIFK/2,7,1,5,24,1
FC Samba,EPS/2,3,0,5,24,1
Hukat,KaPy,2,2,5,24,1
LJS/Reservi,FC Kirkkonummi/2,2,1,5,24,1
LoPa/2,FC Kirkkonummi/2,1,3,5,24,1
PEF,FC Samba,5,2,5,24,1
Hukat,EPS/2,10,0,5,24,1
LJS/Reservi,KaPy,1,3,5,24,1
GrIFK/2,FC WILD,1,5,5,24,1
FC WILD,LJS/Reservi,3,3,5,24,1
FC Kirkkonummi/2,EPS/2,5,1,5,24,1
FC Samba,GrIFK/2,0,5,5,24,1
KaPy,PEF,1,1,5,24,1
Hukat,LoPa/2,2,1,5,24,1
LoPa/2,FC Samba,3,1,5,24,1
EPS/2,PEF,0,5,5,24,1
FC Kirkkonummi/2,FC WILD,1,1,5,24,1
LJS/Reservi,Hukat,2,3,5,24,1
GrIFK/2,KaPy,1,1,5,24,1
PEF,LJS/Reservi,6,0,5,24,1
FC Samba,FC WILD,2,6,5,24,1
KaPy,FC Kirkkonummi/2,0,2,5,24,1
EPS/2,LoPa/2,2,7,5,24,1
LoPa/2,KaPy,1,3,5,24,1
FC WILD,PEF,1,2,5,24,1
FC Kirkkonummi/2,Hukat,4,1,5,24,1
LJS/Reservi,FC Samba,2,10,5,24,1
GrIFK/2,EPS/2,3,1,5,24,1
FC WILD,KaPy,2,1,5,24,1
PEF,FC Kirkkonummi/2,3,0,5,24,1
FC Samba,Hukat,2,4,5,24,1
LJS/Reservi,EPS/2,1,1,5,24,1
GrIFK/2,LoPa/2,0,3,5,24,1
LoPa/2,LJS/Reservi,0,3,5,24,1
PEF,Hukat,4,0,5,24,1
EPS/2,FC WILD,1,3,5,24,1
FC Kirkkonummi/2,GrIFK/2,1,3,5,24,1
Kasiysi,EsPa/United,3,0,5,24,2
FC Babylon,Olarin Kiksi,4,6,5,24,2
Kilo IF,PEP,2,2,5,24,2
PPV,Polin Pallo,2,3,5,24,2
RiRa,FC POHU/KY United,0,9,5,24,2
EsPa/United,RiRa,0,3,5,24,2
Polin Pallo,Kilo IF,5,2,5,24,2
PEP,FC Babylon,2,0,5,24,2
Olarin Kiksi,Kasiysi,5,0,5,24,2
FC POHU/KY United,PPV,8,3,5,24,2
EsPa/United,Polin Pallo,1,2,5,24,2
Kilo IF,FC POHU/KY United,0,3,5,24,2
Kasiysi,PPV,2,4,5,24,2
PEP,Olarin Kiksi,2,3,5,24,2
FC Babylon,RiRa,0,4,5,24,2
Polin Pallo,PEP,1,1,5,24,2
RiRa,Kilo IF,1,1,5,24,2
PPV,FC Babylon,3,0,5,24,2
Olarin Kiksi,EsPa/United,2,5,5,24,2
FC POHU/KY United,Kasiysi,5,0,5,24,2
PPV,Olarin Kiksi,2,2,5,24,2
Kilo IF,EsPa/United,1,3,5,24,2
Kasiysi,Polin Pallo,1,10,5,24,2
PEP,RiRa,0,2,5,24,2
FC Babylon,FC POHU/KY United,2,8,5,24,2
EsPa/United,FC Babylon,3,1,5,24,2
Polin Pallo,Olarin Kiksi,4,1,5,24,2
RiRa,PPV,3,5,5,24,2
Kilo IF,Kasiysi,2,3,5,24,2
FC POHU/KY United,PEP,0,2,5,24,2
PPV,Kilo IF,3,1,5,24,2
Kasiysi,RiRa,1,4,5,24,2
PEP,EsPa/United,2,1,5,24,2
Olarin Kiksi,FC POHU/KY United,1,1,5,24,2
FC Babylon,Polin Pallo,0,4,5,24,2
EsPa/United,PPV,0,4,5,24,2
Polin Pallo,FC POHU/KY United,0,5,5,24,2
PEP,Kasiysi,6,0,5,24,2
Olarin Kiksi,RiRa,4,0,5,24,2
FC Babylon,Kilo IF,2,3,5,24,2
FC POHU/KY United,Polin Pallo,1,1,5,24,2
PPV,PEP,1,1,5,24,2
Kilo IF,Olarin Kiksi,0,7,5,24,2
Kasiysi,FC Babylon,3,5,5,24,2
FC POHU/KY United,EsPa/United,3,1,5,24,2
RiRa,Polin Pallo,2,3,5,24,2
Olarin Kiksi,Kilo IF,6,2,5,24,2
EsPa/United,Kasiysi,8,4,5,24,2
Polin Pallo,PPV,1,3,5,24,2
PEP,Kilo IF,2,2,5,24,2
Olarin Kiksi,FC Babylon,3,2,5,24,2
FC POHU/KY United,RiRa,6,2,5,24,2
Kilo IF,Polin Pallo,4,3,5,24,2
PPV,FC POHU/KY United,4,2,5,24,2
FC Babylon,PEP,0,1,5,24,2
RiRa,EsPa/United,2,8,5,24,2
Kasiysi,Olarin Kiksi,2,0,5,24,2
Polin Pallo,EsPa/United,0,4,5,24,2
RiRa,FC Babylon,2,3,5,24,2
PPV,Kasiysi,0,1,5,24,2
Olarin Kiksi,PEP,1,2,5,24,2
FC POHU/KY United,Kilo IF,1,5,5,24,2
Kilo IF,RiRa,3,3,5,24,2
EsPa/United,Olarin Kiksi,5,1,5,24,2
Kasiysi,FC POHU/KY United,3,2,5,24,2
PEP,Polin Pallo,3,2,5,24,2
FC Babylon,PPV,2,6,5,24,2
EsPa/United,Kilo IF,3,1,5,24,2
Polin Pallo,Kasiysi,10,1,5,24,2
Olarin Kiksi,PPV,2,3,5,24,2
RiRa,PEP,1,1,5,24,2
FC POHU/KY United,FC Babylon,4,4,5,24,2
Kasiysi,Kilo IF,1,3,5,24,2
PEP,FC POHU/KY United,1,4,5,24,2
Olarin Kiksi,Polin Pallo,1,3,5,24,2
PPV,RiRa,1,3,5,24,2
FC Babylon,EsPa/United,3,8,5,24,2
Kilo IF,PPV,3,2,5,24,2
EsPa/United,PEP,0,1,5,24,2
Polin Pallo,FC Babylon,3,1,5,24,2
RiRa,Kasiysi,5,0,5,24,2
FC POHU/KY United,Olarin Kiksi,2,4,5,24,2
PPV,EsPa/United,2,2,5,24,2
Kasiysi,PEP,0,4,5,24,2
Kilo IF,FC Babylon,4,3,5,24,2
RiRa,Olarin Kiksi,4,0,5,24,2
PEP,PPV,3,0,5,24,2
EsPa/United,FC POHU/KY United,6,2,5,24,2
Polin Pallo,RiRa,4,0,5,24,2
FC Babylon,Kasiysi,1,3,5,24,2
Colo-Colo,FC Hieho,1,3,5,24,3
FC Pehmeet ja Märät,Vesa/Töölö,2,3,5,24,3
FC Kiffen/2,Tavastia,1,5,5,24,3
FC POHU/JäPa,HDS/Express,3,5,5,24,3
PPJ/LeJa,KäPa/NoLe,4,1,5,24,3
Vesa/Töölö,Colo-Colo,1,7,5,24,3
KäPa/NoLe,FC Pehmeet ja Märät,2,4,5,24,3
Tavastia,PPJ/LeJa,3,0,5,24,3
FC Hieho,HDS/Express,2,3,5,24,3
FC POHU/JäPa,PPJ/LeJa,0,4,5,24,3
FC Kiffen/2,FC Pehmeet ja Märät,4,7,5,24,3
Tavastia,Vesa/Töölö,3,2,5,24,3
Colo-Colo,KäPa/NoLe,5,1,5,24,3
Tavastia,FC Pehmeet ja Märät,4,1,5,24,3
Vesa/Töölö,FC Hieho,0,3,5,24,3
KäPa/NoLe,FC Kiffen/2,9,2,5,24,3
HDS/Express,Tavastia,2,2,5,24,3
FC Pehmeet ja Märät,FC POHU/JäPa,3,0,5,24,3
PPJ/LeJa,Colo-Colo,0,4,5,24,3
FC Pehmeet ja Märät,HDS/Express,3,5,5,24,3
Colo-Colo,Tavastia,2,1,5,24,3
FC POHU/JäPa,KäPa/NoLe,1,3,5,24,3
FC Hieho,PPJ/LeJa,1,2,5,24,3
FC Kiffen/2,Vesa/Töölö,0,5,5,24,3
KäPa/NoLe,FC Hieho,1,3,5,24,3
Tavastia,FC POHU/JäPa,8,1,5,24,3
Colo-Colo,FC Kiffen/2,6,0,5,24,3
Vesa/Töölö,HDS/Express,1,3,5,24,3
PPJ/LeJa,FC Pehmeet ja Märät,5,3,5,24,3
FC Hieho,Tavastia,2,2,5,24,3
HDS/Express,KäPa/NoLe,4,3,5,24,3
FC POHU/JäPa,Vesa/Töölö,4,2,5,24,3
FC Kiffen/2,PPJ/LeJa,4,2,5,24,3
FC Hieho,FC Kiffen/2,8,1,5,24,3
Vesa/Töölö,KäPa/NoLe,2,0,5,24,3
HDS/Express,PPJ/LeJa,3,3,5,24,3
FC POHU/JäPa,Colo-Colo,0,8,5,24,3
Colo-Colo,HDS/Express,9,1,5,24,3
FC Pehmeet ja Märät,FC Hieho,0,3,5,24,3
FC Kiffen/2,FC POHU/JäPa,3,2,5,24,3
KäPa/NoLe,Tavastia,0,3,5,24,3
PPJ/LeJa,Vesa/Töölö,3,4,5,24,3
Vesa/Töölö,FC POHU/JäPa,1,0,5,24,3
FC Hieho,Colo-Colo,4,3,5,24,3
Tavastia,FC Kiffen/2,8,1,5,24,3
KäPa/NoLe,PPJ/LeJa,5,2,5,24,3
Vesa/Töölö,FC Pehmeet ja Märät,3,9,5,24,3
HDS/Express,FC POHU/JäPa,2,1,5,24,3
FC POHU/JäPa,FC Hieho,2,6,5,24,3
Tavastia,KäPa/NoLe,1,3,5,24,3
HDS/Express,FC Pehmeet ja Märät,4,3,5,24,3
FC Kiffen/2,HDS/Express,3,7,5,24,3
FC Pehmeet ja Märät,KäPa/NoLe,3,5,5,24,3
Colo-Colo,Vesa/Töölö,2,3,5,24,3
PPJ/LeJa,Tavastia,2,5,5,24,3
FC Pehmeet ja Märät,FC Kiffen/2,8,0,5,24,3
KäPa/NoLe,Colo-Colo,2,4,5,24,3
Vesa/Töölö,Tavastia,0,4,5,24,3
HDS/Express,FC Hieho,4,3,5,24,3
PPJ/LeJa,FC POHU/JäPa,4,1,5,24,3
FC Hieho,Vesa/Töölö,3,2,5,24,3
Tavastia,HDS/Express,7,0,5,24,3
Colo-Colo,PPJ/LeJa,3,0,5,24,3
FC Kiffen/2,KäPa/NoLe,0,5,5,24,3
FC POHU/JäPa,FC Pehmeet ja Märät,1,4,5,24,3
Tavastia,Colo-Colo,0,3,5,24,3
KäPa/NoLe,FC POHU/JäPa,3,5,5,24,3
Vesa/Töölö,FC Kiffen/2,8,1,5,24,3
PPJ/LeJa,FC Hieho,1,6,5,24,3
FC Hieho,KäPa/NoLe,1,0,5,24,3
FC Pehmeet ja Märät,PPJ/LeJa,5,3,5,24,3
FC Kiffen/2,Colo-Colo,1,6,5,24,3
HDS/Express,Vesa/Töölö,1,1,5,24,3
FC POHU/JäPa,Tavastia,2,2,5,24,3
Colo-Colo,FC Pehmeet ja Märät,4,4,5,24,3
Tavastia,FC Hieho,4,1,5,24,3
KäPa/NoLe,HDS/Express,6,0,5,24,3
PPJ/LeJa,FC Kiffen/2,6,2,5,24,3
FC Kiffen/2,FC Hieho,0,3,5,24,3
Colo-Colo,FC POHU/JäPa,6,0,5,24,3
FC Pehmeet ja Märät,Tavastia,3,5,5,24,3
KäPa/NoLe,Vesa/Töölö,4,2,5,24,3
PPJ/LeJa,HDS/Express,2,2,5,24,3
HDS/Express,Colo-Colo,2,4,5,24,3
Vesa/Töölö,PPJ/LeJa,2,0,5,24,3
FC POHU/JäPa,FC Kiffen/2,7,0,5,24,3
FC Hieho,FC Pehmeet ja Märät,3,0,5,24,3
FC POHU/Simpsons,Gilla FC,1,6,5,24,4
SAPA/2,HePu,3,0,5,24,4
LPS/Kuninkaat,FC Spital,10,2,5,24,4
HIFK/3,FC Degis,2,2,5,24,4
PK-35/2,Ponnistus/2,4,5,5,24,4
Gilla FC,LPS/Kuninkaat,6,3,5,24,4
HePu,HIFK/3,4,1,5,24,4
FC Degis,PK-35/2,3,3,5,24,4
Ponnistus/2,FC POHU/Simpsons,7,5,5,24,4
FC Spital,SAPA/2,3,0,5,24,4
HIFK/3,Gilla FC,0,6,5,24,4
Ponnistus/2,FC Spital,0,5,5,24,4
PK-35/2,LPS/Kuninkaat,3,5,5,24,4
SAPA/2,Gilla FC,1,4,5,24,4
HIFK/3,FC POHU/Simpsons,0,2,5,24,4
HePu,FC Degis,4,2,5,24,4
Gilla FC,PK-35/2,3,1,5,24,4
FC POHU/Simpsons,SAPA/2,0,0,5,24,4
FC Degis,Ponnistus/2,0,6,5,24,4
FC Spital,HePu,6,0,5,24,4
LPS/Kuninkaat,HIFK/3,0,0,5,24,4
FC POHU/Simpsons,FC Spital,0,4,5,24,4
LPS/Kuninkaat,FC Degis,3,2,5,24,4
SAPA/2,Ponnistus/2,4,5,5,24,4
HePu,FC POHU/Simpsons,0,0,5,24,4
PK-35/2,FC Spital,0,5,5,24,4
FC Spital,FC Degis,8,1,5,24,4
Ponnistus/2,HIFK/3,5,1,5,24,4
Gilla FC,HePu,8,0,5,24,4
SAPA/2,PK-35/2,1,3,5,24,4
FC POHU/Simpsons,LPS/Kuninkaat,1,1,5,24,4
FC Degis,Gilla FC,1,5,5,24,4
PK-35/2,FC POHU/Simpsons,3,0,5,24,4
LPS/Kuninkaat,SAPA/2,3,2,5,24,4
HIFK/3,FC Spital,0,4,5,24,4
HePu,Ponnistus/2,1,9,5,24,4
Ponnistus/2,LPS/Kuninkaat,2,1,5,24,4
HePu,PK-35/2,0,4,5,24,4
FC Degis,FC POHU/Simpsons,3,2,5,24,4
FC Spital,Gilla FC,1,3,5,24,4
HIFK/3,SAPA/2,5,2,5,24,4
LPS/Kuninkaat,HePu,10,1,5,24,4
Gilla FC,Ponnistus/2,11,1,5,24,4
PK-35/2,HIFK/3,3,3,5,24,4
SAPA/2,FC Degis,1,2,5,24,4
Gilla FC,HIFK/3,5,0,5,24,4
Ponnistus/2,PK-35/2,2,5,5,24,4
FC Degis,HIFK/3,1,7,5,24,4
HePu,SAPA/2,3,6,5,24,4
Gilla FC,FC POHU/Simpsons,5,0,5,24,4
FC Spital,LPS/Kuninkaat,3,1,5,24,4
Ponnistus/2,Gilla FC,0,4,5,24,4
FC POHU/Simpsons,FC Degis,5,3,5,24,4
LPS/Kuninkaat,Gilla FC,0,6,5,24,4
HIFK/3,HePu,0,1,5,24,4
FC POHU/Simpsons,Ponnistus/2,3,8,5,24,4
PK-35/2,FC Degis,8,1,5,24,4
SAPA/2,FC Spital,0,9,5,24,4
Gilla FC,SAPA/2,5,2,5,24,4
FC POHU/Simpsons,HIFK/3,0,3,5,24,4
LPS/Kuninkaat,PK-35/2,2,0,5,24,4
FC Spital,Ponnistus/2,2,1,5,24,4
FC Degis,HePu,0,5,5,24,4
PK-35/2,Gilla FC,2,7,5,24,4
SAPA/2,FC POHU/Simpsons,2,0,5,24,4
Ponnistus/2,FC Degis,4,1,5,24,4
HIFK/3,LPS/Kuninkaat,2,1,5,24,4
HePu,FC Spital,0,3,5,24,4
FC Spital,FC POHU/Simpsons,5,4,5,24,4
FC Degis,SAPA/2,0,4,5,24,4
FC Degis,LPS/Kuninkaat,2,4,5,24,4
Ponnistus/2,SAPA/2,1,0,5,24,4
FC POHU/Simpsons,HePu,1,1,5,24,4
FC Spital,PK-35/2,1,3,5,24,4
HIFK/3,Ponnistus/2,3,1,5,24,4
FC Degis,FC Spital,0,3,5,24,4
HePu,Gilla FC,0,5,5,24,4
PK-35/2,SAPA/2,1,0,5,24,4
LPS/Kuninkaat,FC POHU/Simpsons,0,3,5,24,4
FC Spital,HIFK/3,4,2,5,24,4
Gilla FC,FC Degis,13,0,5,24,4
FC POHU/Simpsons,PK-35/2,1,2,5,24,4
SAPA/2,LPS/Kuninkaat,1,9,5,24,4
Ponnistus/2,HePu,1,1,5,24,4
PK-35/2,HePu,4,0,5,24,4
SAPA/2,HIFK/3,1,3,5,24,4
Gilla FC,FC Spital,0,3,5,24,4
LPS/Kuninkaat,Ponnistus/2,3,2,5,24,4
HIFK/3,PK-35/2,3,6,5,24,4
HePu,LPS/Kuninkaat,1,6,5,24,4
HJK/Lsalo,SUMU,2,5,5,24,5
MPS/AtleticoAkatemia,I-HK/Sensaatio,7,1,5,24,5
ToTe/Keparoi,FC KaKe,0,0,5,24,5
FC Honka/Leopardit,FC POHU/Futboleros,7,1,5,24,5
I-HK/Sensaatio,PuiU/Akatemia 86,2,1,5,24,5
FC KaKe,HJK/Lsalo,2,1,5,24,5
SUMU,FC Honka/Leopardit,3,2,5,24,5
FC POHU/Futboleros,MPS/AtleticoAkatemia,1,2,5,24,5
FC Nile,ToTe/Keparoi,5,1,5,24,5
MPS/AtleticoAkatemia,ToTe/Keparoi,0,0,5,24,5
PuiU/Akatemia 86,HJK/Lsalo,1,8,5,24,5
FC POHU/Futboleros,I-HK/Sensaatio,1,4,5,24,5
FC Nile,SUMU,5,1,5,24,5
FC Honka/Leopardit,FC KaKe,3,3,5,24,5
I-HK/Sensaatio,FC POHU/Futboleros,3,0,5,24,5
I-HK/Sensaatio,FC Nile,0,6,5,24,5
FC KaKe,PuiU/Akatemia 86,4,2,5,24,5
ToTe/Keparoi,FC Honka/Leopardit,0,1,5,24,5
HJK/Lsalo,MPS/AtleticoAkatemia,1,6,5,24,5
SUMU,FC POHU/Futboleros,6,1,5,24,5
MPS/AtleticoAkatemia,FC KaKe,3,2,5,24,5
HJK/Lsalo,I-HK/Sensaatio,3,3,5,24,5
FC POHU/Futboleros,ToTe/Keparoi,1,2,5,24,5
PuiU/Akatemia 86,SUMU,1,2,5,24,5
FC Honka/Leopardit,FC Nile,2,3,5,24,5
FC KaKe,FC POHU/Futboleros,7,2,5,24,5
ToTe/Keparoi,HJK/Lsalo,0,3,5,24,5
FC Nile,MPS/AtleticoAkatemia,3,0,5,24,5
SUMU,I-HK/Sensaatio,1,0,5,24,5
FC Honka/Leopardit,PuiU/Akatemia 86,3,3,5,24,5
FC KaKe,FC Nile,1,9,5,24,5
MPS/AtleticoAkatemia,SUMU,0,5,5,24,5
HJK/Lsalo,FC Honka/Leopardit,3,1,5,24,5
PuiU/Akatemia 86,ToTe/Keparoi,2,4,5,24,5
FC POHU/Futboleros,FC Nile,3,0,5,24,5
I-HK/Sensaatio,FC KaKe,2,3,5,24,5
I-HK/Sensaatio,ToTe/Keparoi,2,2,5,24,5
FC POHU/Futboleros,PuiU/Akatemia 86,0,4,5,24,5
FC Nile,HJK/Lsalo,4,3,5,24,5
SUMU,FC KaKe,1,2,5,24,5
MPS/AtleticoAkatemia,FC Honka/Leopardit,9,0,5,24,5
PuiU/Akatemia 86,MPS/AtleticoAkatemia,4,7,5,24,5
HJK/Lsalo,FC POHU/Futboleros,11,0,5,24,5
ToTe/Keparoi,SUMU,1,3,5,24,5
FC Honka/Leopardit,I-HK/Sensaatio,2,0,5,24,5
FC KaKe,ToTe/Keparoi,5,2,5,24,5
FC Nile,PuiU/Akatemia 86,5,3,5,24,5
I-HK/Sensaatio,MPS/AtleticoAkatemia,2,4,5,24,5
SUMU,HJK/Lsalo,4,2,5,24,5
FC Honka/Leopardit,FC POHU/Futboleros,7,5,5,24,5
HJK/Lsalo,FC KaKe,2,1,5,24,5
FC Honka/Leopardit,SUMU,1,8,5,24,5
